name,score,File,accuracy
Paul McCartney,0.9,jagger_258.txt,False
UNKNOWN,0.0,middleton_539.txt,False
Cara Delevingne,0.9,delevigne_189.txt,False
Kate Moss,0.9,moss_635.txt,True
UNKNOWN,0.0,radcliffe_753.txt,False
Taylor Swift,0.9,sheeran_256.txt,False
Daniel Radcliffe,0.9,radcliffe_223.txt,True
Daniel Craig,0.8,craig_137.txt,True
Daniel Radcliffe,0.9,craig_978.txt,False
Tom Hiddleston,0.9,craig_98.txt,False
Unknown,0.0,smith_183.txt,False
Gigi Hadid,0.9,delevigne_475.txt,False
Gisele Bündchen,0.9,moss_335.txt,False
Naomi Campbell,0.9,campbell_993.txt,True
Taylor Swift,0.9,adele_216.txt,False
Judi Dench,0.9,dench_27.txt,True
Brad Pitt,0.9,bale_868.txt,False
Taylor Swift,0.9,adele_576.txt,False
Daniel Radcliffe,0.9,radcliffe_568.txt,True
UNKNOWN,0.0,cumberbatch_426.txt,False
Michael Jackson,0.9,campbell_382.txt,False
Kate Moss,0.9,moss_540.txt,True
Taylor Swift,0.9,adele_938.txt,False
Lewis Hamilton,0.9,hamilton_913.txt,True
UNKNOWN,0.0,campbell_53.txt,False
Hugh Jackman,0.9,cumberbatch_461.txt,False
Lewis Hamilton,0.9,hamilton_755.txt,True
Elton John,0.9,john_961.txt,True
Lewis Hamilton,0.9,hamilton_769.txt,True
Mick Jagger,0.9,jagger_857.txt,True
Lewis Hamilton,0.9,hamilton_919.txt,True
Elton John,0.9,john_166.txt,True
Ed Sheeran,0.9,sheeran_196.txt,True
Daniel Craig,0.9,craig_469.txt,True
Meryl Streep,0.9,dench_138.txt,False
UNKNOWN,0.0,dench_573.txt,False
Kate Middleton,0.9,middleton_1055.txt,True
George Clooney,0.9,cumberbatch_606.txt,False
UNKNOWN,0.0,radcliffe_608.txt,False
Emma Watson,0.9,watson_311.txt,True
Kate Middleton,0.9,middleton_15.txt,True
Ed Sheeran,0.9,sheeran_927.txt,True
Ed Sheeran,0.9,sheeran_581.txt,True
David Beckham,0.9,beckham_495.txt,True
Adele,0.9,adele_503.txt,True
Ed Sheeran,0.9,sheeran_191.txt,True
Hugh Grant,0.9,grant_173.txt,True
UNKNOWN,0.0,delevigne_299.txt,False
J.K. Rowling,0.9,rowling_337.txt,True
Charlie Chaplin,0.9,bale_537.txt,False
Ed Sheeran,0.9,sheeran_671.txt,True
Meryl Streep,0.9,dench_799.txt,False
Barack Obama,0.9,adele_691.txt,False
Steven Spielberg,0.9,rowling_973.txt,False
Lewis Hamilton,0.9,hamilton_804.txt,True
Unknown,0.5,sheeran_736.txt,False
Kate Middleton,0.9,middleton_310.txt,True
Prince William,0.9,middleton_780.txt,False
David Beckham,0.9,beckham_465.txt,True
Cara Delevingne,0.9,delevigne_589.txt,False
Gigi Hadid,0.9,campbell_488.txt,False
Elizabeth Hurley,0.9,grant_492.txt,False
Mick Jagger,0.9,jagger_782.txt,True
J.K. Rowling,0.95,rowling_1059.txt,True
Lewis Hamilton,0.9,hamilton_390.txt,True
Elton John,1.0,john_222.txt,True
Ricky Gervais,0.9,gervais_590.txt,True
Elton John,0.9,john_512.txt,True
Hugh Grant,0.9,grant_424.txt,True
Christian Bale,0.9,bale_348.txt,True
Meryl Streep,0.8,dench_560.txt,False
Kate Middleton,0.95,middleton_450.txt,True
Judi Dench,0.9,dench_597.txt,True
Prince William,0.9,middleton_844.txt,False
Unknown,0.0,watson_733.txt,False
Kate Moss,0.9,moss_520.txt,True
Daniel Radcliffe,0.9,radcliffe_122.txt,True
UNKNOWN,0.0,cumberbatch_796.txt,False
Rowan Atkinson,0.9,gervais_50.txt,False
Elton John,0.9,john_812.txt,True
Kate Moss,0.9,moss_140.txt,True
Adele,0.9,adele_962.txt,True
Kate Moss,0.9,moss_115.txt,True
Leonardo DiCaprio,0.9,craig_873.txt,False
Elton John,0.9,john_106.txt,True
Hugh Grant,0.9,grant_571.txt,True
Cate Blanchett,0.9,cumberbatch_1036.txt,False
Kate Middleton,0.9,middleton_815.txt,True
Emma Watson,0.9,watson_351.txt,True
Lewis Hamilton,0.9,hamilton_284.txt,True
Meryl Streep,0.9,dench_89.txt,False
Emma Watson,0.9,watson_257.txt,True
Emma Watson,0.9,watson_136.txt,True
Emma Watson,0.9,watson_1061.txt,True
J.K. Rowling,0.9,rowling_1073.txt,True
UNKNOWN,0.0,rowling_69.txt,False
UNKNOWN,0.0,smith_195.txt,False
Naomi Campbell,0.9,campbell_563.txt,True
Reese Witherspoon,0.9,craig_328.txt,False
Elton John,0.9,john_193.txt,True
Hugh Grant,0.9,grant_559.txt,True
Taylor Swift,0.9,delevigne_104.txt,False
Christian Bale,0.9,bale_818.txt,True
Kate Moss,0.9,moss_320.txt,True
Naomi Campbell,0.9,campbell_33.txt,True
Daniel Craig,0.9,craig_188.txt,True
UNKNOWN,0.5,moss_1050.txt,False
Lewis Hamilton,0.9,hamilton_1060.txt,True
Helen Mirren,0.9,dench_654.txt,False
Sam Smith,0.9,smith_444.txt,True
UNKNOWN,0.0,gervais_715.txt,False
Kate Middleton,0.9,middleton_350.txt,True
Adele,0.9,adele_197.txt,True
Daniel Radcliffe,0.9,radcliffe_316.txt,True
J.K. Rowling,0.9,rowling_229.txt,True
Tom Hanks,0.9,craig_698.txt,False
David Beckham,0.8,beckham_14.txt,True
Taylor Swift,0.9,smith_118.txt,False
Lewis Hamilton,0.9,hamilton_524.txt,True
Daniel Radcliffe,0.9,radcliffe_532.txt,True
Elton John,0.9,jagger_116.txt,False
Barbara Smith,0.8,cumberbatch_806.txt,False
David Beckham,0.9,beckham_909.txt,True
Sam Smith,0.9,rowling_95.txt,False
Lewis Hamilton,0.9,hamilton_198.txt,True
Sam Smith,0.9,smith_702.txt,True
Elton John,0.9,rowling_99.txt,False
Lewis Hamilton,0.9,hamilton_773.txt,True
Ed Sheeran,0.9,sheeran_841.txt,True
Naomi Campbell,0.9,campbell_869.txt,True
UNKNOWN,0.8,moss_485.txt,False
Lewis Hamilton,0.9,hamilton_13.txt,True
Freddie Mercury,0.9,jagger_846.txt,False
Tyra Banks,0.9,campbell_657.txt,False
Princess Diana,0.9,middleton_805.txt,False
Cara Delevingne,0.9,delevigne_994.txt,False
UNKNOWN,0.0,cumberbatch_541.txt,False
Kate Moss,0.9,campbell_389.txt,False
Daniel Radcliffe,0.9,radcliffe_988.txt,True
Cara Delevingne,0.9,delevigne_70.txt,False
Daniel Radcliffe,0.9,radcliffe_472.txt,True
Christian Bale,0.9,bale_327.txt,True
Ed Sheeran,0.9,sheeran_46.txt,True
UNKNOWN,0.0,grant_813.txt,False
Sam Smith,0.9,smith_235.txt,True
David Beckham,0.9,beckham_318.txt,True
Christian Bale,0.9,bale_742.txt,True
Naomi Campbell,0.9,campbell_523.txt,True
Naomi Campbell,0.8,campbell_174.txt,True
Taylor Swift,0.9,adele_1048.txt,False
UNKNOWN,0.0,campbell_572.txt,False
Kate Moss,0.9,moss_1075.txt,True
Daniel Radcliffe,0.9,radcliffe_768.txt,True
Emma Watson,0.9,watson_706.txt,True
Adele,0.9,adele_242.txt,True
Bono,0.9,jagger_513.txt,False
Daniel Radcliffe,0.9,radcliffe_619.txt,True
UNKNOWN,0.0,delevigne_920.txt,False
Meryl Streep,0.9,dench_119.txt,False
UNKNOWN,0.0,smith_167.txt,False
David Beckham,0.9,beckham_930.txt,True
Kate Moss,0.9,moss_455.txt,True
Elton John,0.9,john_932.txt,True
Kate Middleton,0.9,middleton_764.txt,True
Naomi Campbell,0.9,campbell_228.txt,True
J.K. Rowling,0.9,rowling_762.txt,True
Lewis Hamilton,0.9,hamilton_483.txt,True
Emma Watson,0.9,watson_247.txt,True
Cara Delevingne,0.95,delevigne_184.txt,False
Emma Watson,0.8,watson_347.txt,True
David Beckham,0.9,beckham_519.txt,True
Taylor Swift,0.9,sheeran_732.txt,False
UNKNOWN,0.0,campbell_414.txt,False
Billie Eilish,0.9,smith_154.txt,False
UNKNOWN,0.0,sheeran_826.txt,False
Emma Watson,0.9,watson_942.txt,True
Emma Watson,0.9,radcliffe_707.txt,False
Lewis Hamilton,0.9,hamilton_599.txt,True
UNKNOWN,0.0,campbell_688.txt,False
David Beckham,0.9,beckham_885.txt,True
UNKNOWN,0.0,cumberbatch_206.txt,False
UNKNOWN,0.0,moss_445.txt,False
Mick Jagger,0.9,jagger_711.txt,True
UNKNOWN,0.0,campbell_848.txt,False
UNKNOWN,0.0,cumberbatch_731.txt,False
Lewis Hamilton,0.9,hamilton_648.txt,True
UNKNOWN,0.0,campbell_398.txt,False
Elton John,0.9,john_966.txt,True
PERSON_LASTNAME_1,0.9,gervais_730.txt,False
Tom Hanks,0.9,cumberbatch_236.txt,False
Adele,0.9,adele_718.txt,True
UNKNOWN,0.0,craig_58.txt,False
Ed Sheeran,0.9,sheeran_121.txt,True
Sam Smith,0.9,smith_639.txt,True
Cristiano Ronaldo,0.9,beckham_574.txt,False
UNKNOWN,0.8,campbell_734.txt,False
Christian Bale,0.9,bale_103.txt,True
Lewis Hamilton,0.9,hamilton_633.txt,True
Jerry Seinfeld,0.9,gervais_1065.txt,False
Lady Gaga,0.9,john_1038.txt,False
UNKNOWN,0.0,delevigne_270.txt,False
Ellen DeGeneres,0.9,gervais_770.txt,False
Adele,0.9,adele_97.txt,True
Bono,0.9,jagger_52.txt,False
Sam Smith,0.9,smith_418.txt,True
Kate Middleton,0.9,middleton_575.txt,True
J.K. Rowling,0.9,rowling_419.txt,True
Elton John,0.9,john_76.txt,True
Christian Bale,0.9,bale_443.txt,True
Kate Middleton,0.9,middleton_460.txt,True
Ed Sheeran,0.9,sheeran_681.txt,True
UNKNOWN,0.0,radcliffe_78.txt,False
Adele,0.9,adele_357.txt,True
Billy Jean,0.8,smith_133.txt,False
Kate Moss,0.8,campbell_507.txt,False
Gisele Bündchen,0.9,moss_990.txt,False
Ed Sheeran,0.9,sheeran_36.txt,True
Elton John,0.9,john_727.txt,True
Kanye West,0.8,john_737.txt,False
Adele,0.9,adele_302.txt,True
Judi Dench,0.9,dench_404.txt,True
Judi Dench,0.9,dench_75.txt,True
Christian Bale,0.9,bale_38.txt,True
Mick Jagger,0.9,jagger_771.txt,True
Sacha Baron Cohen,0.9,gervais_735.txt,False
UNKNOWN,0.0,moss_1020.txt,False
UNKNOWN,0.0,craig_40.txt,False
Kate Middleton,0.9,middleton_640.txt,True
UNKNOWN,0.0,sheeran_462.txt,False
UNKNOWN,0.0,grant_831.txt,False
David Beckham,0.9,beckham_843.txt,True
Lewis Hamilton,0.9,hamilton_309.txt,True
Naomi Campbell,0.9,campbell_529.txt,True
Ricky Gervais,0.9,gervais_19.txt,True
UNKNOWN,0.5,smith_473.txt,False
Taylor Swift,0.9,adele_209.txt,False
UNKNOWN,0.0,delevigne_1007.txt,False
Daniel Radcliffe,0.9,watson_251.txt,False
Judi Dench,0.8,dench_268.txt,True
Elton John,0.9,adele_836.txt,False
Adele,0.9,adele_547.txt,True
Sam Smith,0.9,smith_872.txt,True
Lewis Hamilton,0.9,hamilton_264.txt,True
Johnny Depp,0.8,radcliffe_526.txt,False
Cara Delevingne,0.9,delevigne_700.txt,False
Tom Hardy,0.9,craig_879.txt,False
Lewis Hamilton,0.9,hamilton_500.txt,True
Benedict Cumberbatch,0.9,cumberbatch_6.txt,True
Elton John,0.9,jagger_582.txt,False
Emma Watson,0.9,watson_721.txt,True
UNKNOWN,0.0,craig_1049.txt,False
UNKNOWN,0.0,grant_749.txt,False
Meryl Streep,0.9,dench_368.txt,False
Mick Jagger,0.9,jagger_701.txt,True
Tom Hanks,0.9,craig_823.txt,False
Hugh Grant,0.9,grant_16.txt,True
UNKNOWN,0.0,moss_835.txt,False
Daniel Radcliffe,0.9,radcliffe_44.txt,True
Donald Trump,0.8,campbell_693.txt,False
Sam Smith,0.9,smith_853.txt,True
Elvis Presley,0.9,jagger_376.txt,False
Emma Watson,0.9,watson_176.txt,True
UNKNOWN,0.0,delevigne_383.txt,False
UNKNOWN,0.0,grant_991.txt,False
Ed Sheeran,0.9,sheeran_811.txt,True
Harry Styles,0.9,jagger_1066.txt,False
Helen Mirren,0.9,dench_684.txt,False
UNKNOWN,0.0,cumberbatch_511.txt,False
UNKNOWN,0.8,grant_1057.txt,False
UNKNOWN,0.0,delevigne_750.txt,False
Unknown,0.0,cumberbatch_131.txt,False
Daniel Radcliffe,0.9,radcliffe_252.txt,True
UNKNOWN,0.0,cumberbatch_981.txt,False
Elton John,0.9,smith_998.txt,False
Adele,0.9,adele_497.txt,True
UNKNOWN,0.0,delevigne_274.txt,False
Kate Moss,0.9,moss_480.txt,True
Meryl Streep,0.9,dench_689.txt,False
Jim Carrey,0.9,grant_925.txt,False
Taylor Swift,0.9,jagger_897.txt,False
Kate Middleton,0.9,middleton_434.txt,True
Angelina Jolie,0.9,craig_992.txt,False
Ed Sheeran,0.9,sheeran_546.txt,True
Tom Cruise,0.9,bale_997.txt,False
UNKNOWN,0.0,radcliffe_692.txt,False
Adele,0.9,adele_397.txt,True
Brad Pitt,0.8,craig_332.txt,False
UNKNOWN,0.0,grant_968.txt,False
UNKNOWN,0.0,dench_504.txt,False
UNKNOWN,0.0,cumberbatch_1031.txt,False
Janelle Monáe,0.9,delevigne_1000.txt,False
Daniel Radcliffe,0.9,craig_149.txt,False
UNKNOWN,0.0,grant_1033.txt,False
Benedict Cumberbatch,0.9,cumberbatch_26.txt,True
Gigi Hadid,0.8,moss_1070.txt,False
Elton John,0.9,smith_438.txt,False
Elton John,0.9,john_361.txt,True
Scarlett Johansson,0.9,bale_446.txt,False
Emma Watson,0.8,adele_147.txt,False
Hugh Grant,0.95,grant_522.txt,True
J.K. Rowling,0.9,rowling_180.txt,True
UNKNOWN,0.0,cumberbatch_1046.txt,False
Johnny Depp,0.9,bale_722.txt,False
Lewis Hamilton,0.9,hamilton_139.txt,True
UNKNOWN,0.0,craig_788.txt,False
J.K. Rowling,0.9,rowling_364.txt,True
Ed Sheeran,0.9,sheeran_111.txt,True
Ricky Gervais,0.95,gervais_595.txt,True
Daniel Radcliffe,0.9,radcliffe_891.txt,True
Tom Cruise,0.9,radcliffe_1056.txt,False
Mick Jagger,0.9,jagger_77.txt,True
Tom Hanks,0.9,grant_708.txt,False
UNKNOWN,0.0,campbell_203.txt,False
Hugh Grant,0.9,grant_31.txt,True
Emma Watson,0.9,watson_406.txt,True
UNKNOWN,0.0,sheeran_787.txt,False
Sam Smith,0.9,smith_583.txt,True
UNKNOWN,0.0,dench_759.txt,False
Cara Delevingne,0.9,delevigne_415.txt,False
Sacha Baron Cohen,0.9,gervais_890.txt,False
Hugh Grant,0.9,grant_772.txt,True
Emma Watson,0.9,watson_127.txt,True
Meryl Streep,0.9,dench_948.txt,False
UNKNOWN,0.0,hamilton_809.txt,False
Naomi Campbell,0.9,campbell_647.txt,True
Daniel Radcliffe,0.9,radcliffe_967.txt,True
UNKNOWN,0.0,sheeran_976.txt,False
Cristiano Ronaldo,0.9,beckham_709.txt,False
Hugh Grant,0.9,grant_631.txt,True
Jennifer Aniston,0.9,craig_493.txt,False
Elton John,0.9,john_747.txt,True
Lewis Hamilton,0.9,hamilton_168.txt,True
Robert De Niro,0.9,bale_1052.txt,False
Emma Watson,0.9,watson_416.txt,True
UNKNOWN,0.0,cumberbatch_651.txt,False
Ricky Gervais,0.9,gervais_630.txt,True
Leonardo DiCaprio,0.9,john_807.txt,False
Judi Dench,0.9,dench_144.txt,True
Hugh Grant,0.9,grant_883.txt,True
David Beckham,0.9,beckham_338.txt,True
Elton John,0.9,john_1016.txt,True
Adele,0.9,adele_943.txt,True
UNKNOWN,0.0,moss_430.txt,False
Bono,0.9,jagger_101.txt,False
Kate Moss,0.9,moss_680.txt,True
Meryl Streep,0.9,dench_283.txt,False
UNKNOWN,0.0,moss_365.txt,False
Sam Smith,0.9,smith_202.txt,True
Hugh Grant,0.9,grant_343.txt,True
Sam Smith,0.9,smith_412.txt,True
Tom Hanks,0.9,cumberbatch_71.txt,False
Elton John,0.9,john_951.txt,True
Emma Watson,0.9,dench_359.txt,False
UNKNOWN,0.0,dench_587.txt,False
Sam Smith,0.9,smith_604.txt,True
David Beckham,0.9,beckham_159.txt,True
UNKNOWN,0.0,craig_123.txt,False
UNKNOWN,0.0,gervais_840.txt,False
UNKNOWN,0.0,bale_892.txt,False
Sam Smith,0.9,smith_179.txt,True
Gigi Hadid,0.9,campbell_298.txt,False
Kate Moss,0.9,moss_165.txt,True
Sam Smith,0.9,smith_39.txt,True
UNKNOWN,0.0,delevigne_199.txt,False
Elton John,0.9,john_407.txt,True
Elton John,0.9,john_421.txt,True
David Beckham,0.9,beckham_369.txt,True
Emma Watson,0.9,watson_931.txt,True
Rowan Atkinson,0.8,gervais_454.txt,False
Ed Sheeran,0.9,sheeran_457.txt,True
J.K. Rowling,0.9,rowling_145.txt,True
Daniel Craig,0.9,craig_32.txt,True
Bono,0.9,jagger_792.txt,False
Kate Moss,0.9,moss_690.txt,True
Tom Hanks,0.9,cumberbatch_566.txt,False
J.K. Rowling,0.9,rowling_545.txt,True
Angelina Jolie,0.9,watson_192.txt,False
Judi Dench,0.9,dench_447.txt,True
Hugh Jackman,0.9,cumberbatch_726.txt,False
David Beckham,0.9,beckham_478.txt,True
Taylor Swift,0.9,delevigne_620.txt,False
Judi Dench,0.9,dench_315.txt,True
Daniel Radcliffe,0.9,radcliffe_837.txt,True
J.K. Rowling,0.9,rowling_830.txt,True
UNKNOWN,0.0,craig_259.txt,False
Daniel Radcliffe,0.9,radcliffe_312.txt,True
Ricky Gervais,0.9,gervais_895.txt,True
UNKNOWN,0.0,cumberbatch_341.txt,False
Lewis Hamilton,0.9,hamilton_64.txt,True
J.K. Rowling,0.9,rowling_699.txt,True
Lewis Hamilton,0.9,hamilton_580.txt,True
Judi Dench,0.9,dench_613.txt,True
J.K. Rowling,0.9,rowling_564.txt,True
Adele,0.9,adele_297.txt,True
Adele,0.9,adele_591.txt,True
Kate Middleton,0.9,middleton_649.txt,True
Brad Pitt,0.9,craig_114.txt,False
Cristiano Ronaldo,0.9,beckham_100.txt,False
J.K. Rowling,0.9,rowling_945.txt,True
Ed Sheeran,0.9,sheeran_752.txt,True
Lewis Hamilton,0.9,hamilton_874.txt,True
UNKNOWN,0.0,gervais_664.txt,False
David Beckham,0.9,beckham_779.txt,True
Cara Delevingne,0.9,delevigne_484.txt,False
Mick Jagger,0.9,jagger_42.txt,True
Adele,0.9,rowling_18.txt,False
Elton John,0.9,john_391.txt,True
Cara Delevingne,0.9,delevigne_219.txt,False
Cate Blanchett,0.9,cumberbatch_751.txt,False
Hugh Grant,0.95,grant_1012.txt,True
Ed Sheeran,0.9,sheeran_801.txt,True
Jerry Seinfeld,0.8,gervais_670.txt,False
J.K. Rowling,0.9,rowling_824.txt,True
Christian Bale,0.9,bale_637.txt,True
Adele,0.9,adele_618.txt,True
Mick Jagger,0.95,jagger_11.txt,True
David Beckham,0.9,beckham_5.txt,True
J.K. Rowling,0.9,rowling_579.txt,True
Adele,0.9,smith_1004.txt,False
UNKNOWN,0.0,delevigne_949.txt,False
UNKNOWN,0.0,moss_285.txt,False
Kate Middleton,0.9,middleton_410.txt,True
Daniel Radcliffe,0.9,radcliffe_602.txt,True
Lewis Hamilton,0.9,hamilton_204.txt,True
Ellen DeGeneres,0.9,john_922.txt,False
UNKNOWN,0.0,delevigne_245.txt,False
UNKNOWN,0.0,gervais_800.txt,False
Kate Middleton,0.9,middleton_1069.txt,True
Daniel Craig,0.9,craig_677.txt,True
UNKNOWN,0.0,moss_615.txt,False
Ricky Gervais,0.9,gervais_479.txt,True
Elton John,0.9,john_616.txt,True
Naomi Campbell,0.9,campbell_668.txt,True
Elton John,0.9,john_8.txt,True
Kate Middleton,0.9,middleton_1025.txt,True
Johnny Depp,0.9,bale_113.txt,False
Adele,0.9,smith_289.txt,False
UNKNOWN,0.0,radcliffe_161.txt,False
Daniel Radcliffe,0.9,radcliffe_117.txt,True
UNKNOWN,0.0,delevigne_25.txt,False
Ricky Gervais,0.95,gervais_555.txt,True
Elton John,0.9,john_156.txt,True
Kate Moss,0.9,moss_35.txt,True
Adele,0.9,adele_851.txt,True
Ed Sheeran,0.9,sheeran_207.txt,True
Emma Watson,0.9,watson_41.txt,True
UNKNOWN,0.0,cumberbatch_881.txt,False
PERSON_FIRSTNAME_1 PERSON_LASTNAME_1,0.8,moss_905.txt,False
Mick Jagger,0.9,jagger_557.txt,True
Tom Hanks,0.9,craig_381.txt,False
David Beckham,0.9,beckham_1024.txt,True
Elton John,0.9,john_983.txt,True
Ricky Gervais,0.9,gervais_1009.txt,True
Princess Diana,0.9,middleton_360.txt,False
David Beckham,0.9,beckham_915.txt,True
UNKNOWN,0.0,gervais_634.txt,False
David Beckham,0.9,beckham_723.txt,True
UNKNOWN,0.0,radcliffe_243.txt,False
Tom Cruise,0.9,radcliffe_719.txt,False
Mick Jagger,0.9,jagger_467.txt,True
UNKNOWN,0.0,sheeran_641.txt,False
Keanu Reeves,0.9,craig_1017.txt,False
J.K. Rowling,0.9,rowling_598.txt,True
J.K. Rowling,0.9,rowling_1014.txt,True
UNKNOWN,0.0,grant_828.txt,False
Lewis Hamilton,0.9,hamilton_249.txt,True
Judi Dench,0.9,dench_880.txt,True
J.K. Rowling,0.9,rowling_482.txt,True
Benedict Cumberbatch,0.9,cumberbatch_211.txt,True
UNKNOWN,0.0,cumberbatch_151.txt,False
Emma Watson,0.9,watson_431.txt,True
Ricky Gervais,0.9,gervais_400.txt,True
Jerry Seinfeld,0.8,gervais_765.txt,False
Ricky Gervais,0.9,gervais_660.txt,True
UNKNOWN,0.0,adele_377.txt,False
Adele,0.9,adele_798.txt,True
Meryl Streep,0.9,dench_516.txt,False
UNKNOWN,0.0,campbell_1054.txt,False
UNKNOWN,0.0,radcliffe_1039.txt,False
