name,score,File,Persona,is_reidentified
David Beckham,0.9,beckham_610.txt,beckham,True
David Beckham,0.9,beckham_663.txt,beckham,True
UNKNOWN,0.0,beckham_694.txt,beckham,False
David Beckham,0.9,beckham_709.txt,beckham,True
David Beckham,0.9,beckham_714.txt,beckham,True
Lionel Messi,0.9,beckham_720.txt,beckham,False
David Beckham,0.9,beckham_723.txt,beckham,True
David Beckham,0.9,beckham_763.txt,beckham,True
Lionel Messi,0.9,beckham_779.txt,beckham,False
David Beckham,0.9,beckham_834.txt,beckham,True
David Beckham,0.9,beckham_84.txt,beckham,True
David Beckham,0.9,beckham_843.txt,beckham,True
David Beckham,0.9,beckham_865.txt,beckham,True
David Beckham,0.9,beckham_885.txt,beckham,True
David Beckham,0.9,beckham_889.txt,beckham,True
Lionel Messi,0.9,beckham_903.txt,beckham,False
David Beckham,0.9,beckham_909.txt,beckham,True
David Beckham,0.9,beckham_915.txt,beckham,True
David Beckham,0.9,beckham_930.txt,beckham,True
David Beckham,0.9,beckham_935.txt,beckham,True
David Beckham,0.9,beckham_954.txt,beckham,True
David Beckham,0.9,beckham_959.txt,beckham,True
David Beckham,0.9,beckham_964.txt,beckham,True
Naomi Campbell,0.9,campbell_1018.txt,campbell,True
Kate Moss,0.9,campbell_1028.txt,campbell,False
UNKNOWN,0.0,campbell_1054.txt,campbell,False
Gisele Bündchen,0.9,campbell_1068.txt,campbell,False
Gisele Bündchen,0.9,campbell_163.txt,campbell,False
Naomi Campbell,0.9,campbell_174.txt,campbell,True
Gisele Bündchen,0.8,campbell_203.txt,campbell,False
Naomi Campbell,0.9,campbell_217.txt,campbell,True
Naomi Campbell,0.9,campbell_228.txt,campbell,True
UNKNOWN,0.5,campbell_23.txt,campbell,False
UNKNOWN,0.0,campbell_254.txt,campbell,False
UNKNOWN,0.0,campbell_298.txt,campbell,False
UNKNOWN,0.0,campbell_307.txt,campbell,False
Meryl Streep,0.9,campbell_314.txt,campbell,False
Naomi Campbell,0.9,campbell_329.txt,campbell,True
Naomi Campbell,0.9,campbell_33.txt,campbell,True
UNKNOWN,0.0,campbell_353.txt,campbell,False
Michael Jackson,0.9,campbell_382.txt,campbell,False
UNKNOWN,0.0,campbell_389.txt,campbell,False
UNKNOWN,0.0,campbell_398.txt,campbell,False
UNKNOWN,0.0,campbell_414.txt,campbell,False
Naomi Campbell,0.9,campbell_477.txt,campbell,True
Naomi Campbell,0.9,campbell_488.txt,campbell,True
Kate Moss,0.9,campbell_507.txt,campbell,False
UNKNOWN,0.0,campbell_523.txt,campbell,False
Naomi Campbell,0.9,campbell_529.txt,campbell,True
UNKNOWN,0.0,campbell_53.txt,campbell,False
Naomi Campbell,0.9,campbell_563.txt,campbell,True
Gisele Bündchen,0.9,campbell_569.txt,campbell,False
UNKNOWN,0.0,campbell_572.txt,campbell,False
Gisele Bündchen,0.9,campbell_62.txt,campbell,False
Naomi Campbell,0.9,campbell_647.txt,campbell,True
Tyra Banks,0.9,campbell_657.txt,campbell,False
UNKNOWN,0.0,campbell_662.txt,campbell,False
Kate Moss,0.9,campbell_668.txt,campbell,False
Kate Moss,0.9,campbell_67.txt,campbell,False
UNKNOWN,0.0,campbell_688.txt,campbell,False
Donald Trump,0.8,campbell_693.txt,campbell,False
Naomi Campbell,0.9,campbell_734.txt,campbell,True
UNKNOWN,0.0,campbell_744.txt,campbell,False
UNKNOWN,0.5,campbell_758.txt,campbell,False
UNKNOWN,0.0,campbell_784.txt,campbell,False
UNKNOWN,0.0,campbell_789.txt,campbell,False
Gigi Hadid,0.9,campbell_795.txt,campbell,False
UNKNOWN,0.0,campbell_833.txt,campbell,False
UNKNOWN,0.0,campbell_848.txt,campbell,False
Naomi Campbell,0.9,campbell_869.txt,campbell,True
Naomi Campbell,0.9,campbell_939.txt,campbell,True
Gisele Bündchen,0.9,campbell_94.txt,campbell,False
Naomi Campbell,0.9,campbell_993.txt,campbell,True
Naomi Campbell,0.9,campbell_999.txt,campbell,True
Daniel Craig,0.9,craig_10.txt,craig,True
Daniel Craig,0.9,craig_1005.txt,craig,True
Keanu Reeves,0.9,craig_1017.txt,craig,False
Daniel Radcliffe,0.9,craig_1049.txt,craig,False
Harrison Ford,0.9,craig_1053.txt,craig,False
Daniel Craig,0.9,craig_1078.txt,craig,True
Brad Pitt,0.9,craig_114.txt,craig,False
Tom Cruise,0.9,craig_123.txt,craig,False
UNKNOWN,0.0,craig_137.txt,craig,False
Daniel Radcliffe,0.9,craig_149.txt,craig,False
Tom Hiddleston,0.9,craig_17.txt,craig,False
Daniel Craig,0.9,craig_188.txt,craig,True
Daniel Craig,0.9,craig_227.txt,craig,True
Daniel Craig,0.9,craig_253.txt,craig,True
UNKNOWN,0.0,craig_259.txt,craig,False
Daniel Craig,0.9,craig_263.txt,craig,True
UNKNOWN,0.0,craig_273.txt,craig,False
Daniel Craig,0.9,craig_32.txt,craig,True
Reese Witherspoon,0.9,craig_328.txt,craig,False
UNKNOWN,0.0,craig_332.txt,craig,False
UNKNOWN,0.0,craig_375.txt,craig,False
Daniel Craig,0.95,craig_378.txt,craig,True
Tom Cruise,0.95,craig_381.txt,craig,False
Daniel Radcliffe,0.9,craig_393.txt,craig,False
Harrison Ford,0.9,craig_40.txt,craig,False
UNKNOWN,0.0,craig_403.txt,craig,False
UNKNOWN,0.0,craig_413.txt,craig,False
UNKNOWN,0.0,craig_439.txt,craig,False
Daniel Craig,0.9,craig_469.txt,craig,True
Hugh Jackman,0.9,craig_476.txt,craig,False
Jennifer Aniston,0.8,craig_493.txt,craig,False
Angelina Jolie,0.9,craig_528.txt,craig,False
Leonardo DiCaprio,0.9,craig_538.txt,craig,False
UNKNOWN,0.0,craig_58.txt,craig,False
UNKNOWN,0.0,craig_596.txt,craig,False
Daniel Radcliffe,0.9,craig_612.txt,craig,False
Tom Hanks,0.9,craig_644.txt,craig,False
Daniel Craig,0.9,craig_677.txt,craig,True
Tom Hanks,0.9,craig_698.txt,craig,False
Daniel Craig,0.95,craig_703.txt,craig,True
UNKNOWN,0.0,craig_713.txt,craig,False
UNKNOWN,0.0,craig_788.txt,craig,False
Daniel Craig,0.9,craig_819.txt,craig,True
UNKNOWN,0.0,craig_823.txt,craig,False
Daniel Radcliffe,0.9,craig_832.txt,craig,False
Leonardo DiCaprio,0.9,craig_873.txt,craig,False
Dwayne Johnson,0.9,craig_879.txt,craig,False
Daniel Craig,0.9,craig_886.txt,craig,True
Daniel Craig,0.9,craig_908.txt,craig,True
Brad Pitt,0.9,craig_912.txt,craig,False
UNKNOWN,0.5,craig_928.txt,craig,False
Daniel Radcliffe,0.9,craig_978.txt,craig,False
Tom Hiddleston,0.9,craig_98.txt,craig,False
Angelina Jolie,0.9,craig_992.txt,craig,False
UNKNOWN,0.0,cumberbatch_1031.txt,cumberbatch,False
Cate Blanchett,0.9,cumberbatch_1036.txt,cumberbatch,False
Tom Hanks,0.9,cumberbatch_1046.txt,cumberbatch,False
UNKNOWN,0.0,cumberbatch_131.txt,cumberbatch,False
UNKNOWN,0.0,cumberbatch_151.txt,cumberbatch,False
UNKNOWN,0.0,cumberbatch_171.txt,cumberbatch,False
UNKNOWN,0.0,cumberbatch_181.txt,cumberbatch,False
UNKNOWN,0.0,cumberbatch_206.txt,cumberbatch,False
UNKNOWN,0.0,cumberbatch_211.txt,cumberbatch,False
Benedict Cumberbatch,0.9,cumberbatch_221.txt,cumberbatch,True
UNKNOWN,0.0,cumberbatch_236.txt,cumberbatch,False
Benedict Cumberbatch,0.9,cumberbatch_246.txt,cumberbatch,True
Benedict Cumberbatch,0.9,cumberbatch_26.txt,cumberbatch,True
Tom Cruise,0.9,cumberbatch_266.txt,cumberbatch,False
Benedict Cumberbatch,0.9,cumberbatch_291.txt,cumberbatch,True
UNKNOWN,0.0,cumberbatch_326.txt,cumberbatch,False
UNKNOWN,0.0,cumberbatch_341.txt,cumberbatch,False
UNKNOWN,0.0,cumberbatch_386.txt,cumberbatch,False
Tom Hanks,0.8,cumberbatch_426.txt,cumberbatch,False
UNKNOWN,0.0,cumberbatch_456.txt,cumberbatch,False
Hugh Jackman,0.9,cumberbatch_461.txt,cumberbatch,False
Cate Blanchett,0.8,cumberbatch_471.txt,cumberbatch,False
Benedict Cumberbatch,0.9,cumberbatch_481.txt,cumberbatch,True
Brad Pitt,0.8,cumberbatch_486.txt,cumberbatch,False
UNKNOWN,0.0,cumberbatch_501.txt,cumberbatch,False
UNKNOWN,0.0,cumberbatch_511.txt,cumberbatch,False
Benedict Cumberbatch,0.8,cumberbatch_521.txt,cumberbatch,True
Leonardo DiCaprio,0.9,cumberbatch_541.txt,cumberbatch,False
Benedict Cumberbatch,0.9,cumberbatch_56.txt,cumberbatch,True
Tom Hanks,0.9,cumberbatch_566.txt,cumberbatch,False
Benedict Cumberbatch,0.9,cumberbatch_6.txt,cumberbatch,True
Tom Hanks,0.95,cumberbatch_606.txt,cumberbatch,False
Tom Hanks,0.9,cumberbatch_621.txt,cumberbatch,False
UNKNOWN,0.0,cumberbatch_651.txt,cumberbatch,False
Tom Hanks,0.9,cumberbatch_71.txt,cumberbatch,False
Benedict Cumberbatch,0.9,cumberbatch_716.txt,cumberbatch,True
UNKNOWN,0.0,cumberbatch_726.txt,cumberbatch,False
UNKNOWN,0.0,cumberbatch_731.txt,cumberbatch,False
Cate Blanchett,0.9,cumberbatch_751.txt,cumberbatch,False
Hugh Jackman,0.9,cumberbatch_766.txt,cumberbatch,False
UNKNOWN,0.0,cumberbatch_786.txt,cumberbatch,False
UNKNOWN,0.0,cumberbatch_796.txt,cumberbatch,False
John Doe,0.75,cumberbatch_806.txt,cumberbatch,False
Hugh Grant,0.8,cumberbatch_816.txt,cumberbatch,False
UNKNOWN,0.0,cumberbatch_821.txt,cumberbatch,False
Steve Carell,0.9,cumberbatch_856.txt,cumberbatch,False
UNKNOWN,0.0,cumberbatch_861.txt,cumberbatch,False
Benedict Cumberbatch,0.9,cumberbatch_871.txt,cumberbatch,True
UNKNOWN,0.0,cumberbatch_881.txt,cumberbatch,False
UNKNOWN,0.5,cumberbatch_926.txt,cumberbatch,False
Benedict Cumberbatch,0.9,cumberbatch_941.txt,cumberbatch,True
UNKNOWN,0.0,cumberbatch_971.txt,cumberbatch,False
UNKNOWN,0.0,cumberbatch_981.txt,cumberbatch,False
Tom Hanks,0.8,cumberbatch_986.txt,cumberbatch,False
PERSON_FIRSTNAME_3 PERSON_LASTNAME_2,0.8,delevigne_1000.txt,delevigne,False
UNKNOWN,0.0,delevigne_1007.txt,delevigne,False
UNKNOWN,0.0,delevigne_1015.txt,delevigne,False
UNKNOWN,0.0,delevigne_1029.txt,delevigne,False
Taylor Swift,0.9,delevigne_104.txt,delevigne,False
UNKNOWN,0.0,delevigne_1064.txt,delevigne,False
UNKNOWN,0.0,delevigne_130.txt,delevigne,False
Keira Knightley,0.9,delevigne_150.txt,delevigne,False
Cara Delevingne,0.9,delevigne_184.txt,delevigne,True
Cara Delevingne,0.9,delevigne_189.txt,delevigne,True
UNKNOWN,0.0,delevigne_199.txt,delevigne,False
UNKNOWN,0.0,delevigne_205.txt,delevigne,False
PERSON_FIRSTNAME_1 PERSON_LASTNAME_1,0.8,delevigne_210.txt,delevigne,False
Cara Delevingne,0.9,delevigne_219.txt,delevigne,True
UNKNOWN,0.0,delevigne_245.txt,delevigne,False
UNKNOWN,0.0,delevigne_25.txt,delevigne,False
UNKNOWN,0.0,delevigne_255.txt,delevigne,False
Cara Delevingne,0.9,delevigne_265.txt,delevigne,True
UNKNOWN,0.0,delevigne_270.txt,delevigne,False
UNKNOWN,0.0,delevigne_274.txt,delevigne,False
Gigi Hadid,0.9,delevigne_28.txt,delevigne,False
UNKNOWN,0.0,delevigne_299.txt,delevigne,False
Cara Delevingne,0.9,delevigne_317.txt,delevigne,True
UNKNOWN,0.0,delevigne_383.txt,delevigne,False
Cara Delevingne,0.9,delevigne_395.txt,delevigne,True
UNKNOWN,0.0,delevigne_415.txt,delevigne,False
Cara Delevingne,0.9,delevigne_459.txt,delevigne,True
Cara Delevingne,0.9,delevigne_475.txt,delevigne,True
Cara Delevingne,0.9,delevigne_484.txt,delevigne,True
Cara Delevingne,0.9,delevigne_490.txt,delevigne,True
UNKNOWN,0.0,delevigne_54.txt,delevigne,False
Emma Watson,0.9,delevigne_570.txt,delevigne,False
Cara Delevingne,0.9,delevigne_589.txt,delevigne,True
Cara Delevingne,0.9,delevigne_59.txt,delevigne,True
UNKNOWN,0.0,delevigne_600.txt,delevigne,False
Taylor Swift,0.9,delevigne_620.txt,delevigne,False
UNKNOWN,0.0,delevigne_659.txt,delevigne,False
Cara Delevingne,0.9,delevigne_669.txt,delevigne,True
UNKNOWN,0.0,delevigne_675.txt,delevigne,False
Cara Delevingne,0.9,delevigne_70.txt,delevigne,True
Cara Delevingne,0.9,delevigne_700.txt,delevigne,True
Cara Delevingne,0.9,delevigne_729.txt,delevigne,True
Gigi Hadid,0.9,delevigne_750.txt,delevigne,False
Cara Delevingne,0.9,delevigne_83.txt,delevigne,True
Scarlett Johansson,0.9,delevigne_859.txt,delevigne,False
Gal Gadot,0.9,delevigne_914.txt,delevigne,False
UNKNOWN,0.8,delevigne_920.txt,delevigne,False
UNKNOWN,0.0,delevigne_940.txt,delevigne,False
UNKNOWN,0.0,delevigne_949.txt,delevigne,False
UNKNOWN,0.0,delevigne_953.txt,delevigne,False
Cara Delevingne,0.9,delevigne_994.txt,delevigne,True
Meryl Streep,0.9,dench_1034.txt,dench,False
UNKNOWN,0.0,dench_1058.txt,dench,False
Meryl Streep,0.9,dench_1072.txt,dench,False
UNKNOWN,0.0,dench_1079.txt,dench,False
Meryl Streep,0.95,dench_119.txt,dench,False
Meryl Streep,0.9,dench_138.txt,dench,False
Judi Dench,0.9,dench_144.txt,dench,True
Judi Dench,0.9,dench_268.txt,dench,True
Judi Dench,0.9,dench_27.txt,dench,True
Meryl Streep,0.9,dench_278.txt,dench,False
Meryl Streep,0.9,dench_283.txt,dench,False
Judi Dench,0.9,dench_315.txt,dench,True
Meryl Streep,0.9,dench_344.txt,dench,False
UNKNOWN,0.0,dench_354.txt,dench,False
Emma Watson,0.9,dench_359.txt,dench,False
Judi Dench,0.9,dench_363.txt,dench,True
Meryl Streep,0.9,dench_368.txt,dench,False
UNKNOWN,0.0,dench_399.txt,dench,False
Judi Dench,0.9,dench_404.txt,dench,True
Judi Dench,0.9,dench_429.txt,dench,True
UNKNOWN,0.0,dench_440.txt,dench,False
Judi Dench,0.9,dench_447.txt,dench,True
UNKNOWN,0.0,dench_48.txt,dench,False
Judi Dench,0.9,dench_489.txt,dench,True
Meryl Streep,0.9,dench_494.txt,dench,False
UNKNOWN,0.0,dench_504.txt,dench,False
Tom Hanks,0.9,dench_508.txt,dench,False
UNKNOWN,0.0,dench_514.txt,dench,False
Meryl Streep,0.9,dench_516.txt,dench,False
Meryl Streep,0.9,dench_548.txt,dench,False
Meryl Streep,0.9,dench_560.txt,dench,False
Meryl Streep,0.9,dench_573.txt,dench,False
UNKNOWN,0.0,dench_587.txt,dench,False
UNKNOWN,0.0,dench_593.txt,dench,False
Emma Thompson,0.9,dench_597.txt,dench,False
Judi Dench,0.9,dench_613.txt,dench,True
UNKNOWN,0.0,dench_632.txt,dench,False
Meryl Streep,0.9,dench_654.txt,dench,False
Daniel Craig,0.9,dench_658.txt,dench,False
Meryl Streep,0.9,dench_68.txt,dench,False
Judi Dench,0.9,dench_684.txt,dench,True
Meryl Streep,0.9,dench_689.txt,dench,False
UNKNOWN,0.0,dench_75.txt,dench,False
UNKNOWN,0.0,dench_759.txt,dench,False
Cate Blanchett,0.95,dench_790.txt,dench,False
Judi Dench,0.9,dench_799.txt,dench,True
Meryl Streep,0.9,dench_820.txt,dench,False
UNKNOWN,0.0,dench_829.txt,dench,False
UNKNOWN,0.0,dench_870.txt,dench,False
Meryl Streep,0.8,dench_880.txt,dench,False
Meryl Streep,0.9,dench_89.txt,dench,False
Judi Dench,0.9,dench_893.txt,dench,True
Judi Dench,0.9,dench_918.txt,dench,True
UNKNOWN,0.0,dench_948.txt,dench,False
Meryl Streep,0.9,dench_957.txt,dench,False
UNKNOWN,0.0,dench_969.txt,dench,False
Ricky Gervais,0.9,gervais_1009.txt,gervais,True
Louis C.K.,0.9,gervais_1035.txt,gervais,False
Amy Schumer,0.9,gervais_1065.txt,gervais,False
Ricky Gervais,0.9,gervais_124.txt,gervais,True
Unknown,0.0,gervais_160.txt,gervais,False
Ricky Gervais,0.9,gervais_169.txt,gervais,True
Ricky Gervais,0.9,gervais_19.txt,gervais,True
Ricky Gervais,0.9,gervais_200.txt,gervais,True
Rowan Atkinson,0.9,gervais_230.txt,gervais,False
Jerry Seinfeld,0.9,gervais_275.txt,gervais,False
UNKNOWN,0.0,gervais_305.txt,gervais,False
Ricky Gervais,0.9,gervais_325.txt,gervais,True
Ricky Gervais,0.9,gervais_340.txt,gervais,True
Ricky Gervais,0.9,gervais_400.txt,gervais,True
UNKNOWN,0.0,gervais_405.txt,gervais,False
Jim Carrey,0.9,gervais_45.txt,gervais,False
Rowan Atkinson,0.95,gervais_454.txt,gervais,False
Ricky Gervais,0.9,gervais_479.txt,gervais,True
Rowan Atkinson,0.9,gervais_50.txt,gervais,False
UNKNOWN,0.0,gervais_535.txt,gervais,False
Jerry Seinfeld,0.9,gervais_549.txt,gervais,False
,,gervais_555.txt,gervais,False
Steve Carell,0.9,gervais_590.txt,gervais,False
UNKNOWN,0.0,gervais_595.txt,gervais,False
Ricky Gervais,0.9,gervais_630.txt,gervais,True
Jerry Seinfeld,0.9,gervais_634.txt,gervais,False
Ricky Gervais,0.9,gervais_660.txt,gervais,True
UNKNOWN,0.0,gervais_664.txt,gervais,False
Jerry Seinfeld,0.9,gervais_670.txt,gervais,False
UNKNOWN,0.0,gervais_695.txt,gervais,False
UNKNOWN,0.0,gervais_715.txt,gervais,False
PERSON_LASTNAME_1,0.8,gervais_730.txt,gervais,False
Ricky Gervais,0.9,gervais_735.txt,gervais,True
Jerry Seinfeld,0.9,gervais_765.txt,gervais,False
Ellen DeGeneres,0.9,gervais_770.txt,gervais,False
Ricky Gervais,0.9,gervais_785.txt,gervais,True
Ricky Gervais,0.9,gervais_80.txt,gervais,True
UNKNOWN,0.5,gervais_800.txt,gervais,False
UNKNOWN,0.0,gervais_840.txt,gervais,False
UNKNOWN,0.0,gervais_845.txt,gervais,False
Unknown,0.0,gervais_855.txt,gervais,False
Ricky Gervais,0.9,gervais_890.txt,gervais,True
Ricky Gervais,0.9,gervais_895.txt,gervais,True
Ricky Gervais,0.9,gervais_900.txt,gervais,True
Russell Brand,0.9,gervais_950.txt,gervais,False
Jerry Seinfeld,0.8,gervais_975.txt,gervais,False
Hugh Grant,0.9,grant_1012.txt,grant,True
Hugh Grant,0.9,grant_1022.txt,grant,True
UNKNOWN,0.0,grant_1033.txt,grant,False
UNKNOWN,0.0,grant_1057.txt,grant,False
Hugh Grant,0.9,grant_107.txt,grant,True
Leonardo DiCaprio,0.9,grant_1076.txt,grant,False
Hugh Grant,0.9,grant_148.txt,grant,True
Hugh Grant,0.9,grant_16.txt,grant,True
Hugh Grant,0.9,grant_173.txt,grant,True
Hugh Grant,0.9,grant_21.txt,grant,True
Tom Hanks,0.9,grant_234.txt,grant,False
Hugh Grant,0.9,grant_272.txt,grant,True
Hugh Grant,0.9,grant_31.txt,grant,True
Hugh Grant,0.9,grant_343.txt,grant,True
Hugh Grant,0.9,grant_374.txt,grant,True
Hugh Grant,0.9,grant_424.txt,grant,True
Tom Hanks,0.9,grant_437.txt,grant,False
PERSON_FIRSTNAME_1 PERSON_LASTNAME_2,0.9,grant_452.txt,grant,False
Elizabeth Hurley,0.8,grant_492.txt,grant,False
Hugh Grant,0.9,grant_498.txt,grant,True
Hugh Grant,0.9,grant_522.txt,grant,True
Hugh Grant,0.9,grant_533.txt,grant,True
UNKNOWN,0.0,grant_543.txt,grant,False
Hugh Grant,0.9,grant_559.txt,grant,True
Hugh Grant,0.9,grant_571.txt,grant,True
Hugh Grant,0.9,grant_577.txt,grant,True
Rowan Atkinson,0.9,grant_603.txt,grant,False
UNKNOWN,0.0,grant_625.txt,grant,False
Hugh Grant,0.9,grant_631.txt,grant,True
UNKNOWN,0.0,grant_638.txt,grant,False
Tom Hanks,0.9,grant_708.txt,grant,False
UNKNOWN,0.0,grant_749.txt,grant,False
Tom Cruise,0.9,grant_754.txt,grant,False
Hugh Grant,0.9,grant_772.txt,grant,True
Adam Sandler,0.9,grant_777.txt,grant,False
UNKNOWN,0.5,grant_783.txt,grant,False
Hugh Grant,0.9,grant_79.txt,grant,True
Tom Hanks,0.9,grant_813.txt,grant,False
UNKNOWN,0.0,grant_828.txt,grant,False
UNKNOWN,0.0,grant_831.txt,grant,False
Hugh Grant,0.9,grant_852.txt,grant,True
Tom Hanks,0.9,grant_864.txt,grant,False
Hugh Grant,0.9,grant_877.txt,grant,True
Hugh Grant,0.9,grant_883.txt,grant,True
Jim Carrey,0.9,grant_925.txt,grant,False
Hugh Grant,0.9,grant_93.txt,grant,True
UNKNOWN,0.0,grant_968.txt,grant,False
Hugh Grant,0.9,grant_991.txt,grant,True
LeBron James,0.8,hamilton_1019.txt,hamilton,False
