name,score,File,Persona,is_reidentified
Elvis Presley,0.9,jagger_293.txt,jagger,False
Mick Jagger,0.9,jagger_296.txt,jagger,True
Mick Jagger,0.95,jagger_322.txt,jagger,True
Mick Jagger,0.9,jagger_336.txt,jagger,True
UNKNOWN,0.0,jagger_376.txt,jagger,False
UNKNOWN,0.0,jagger_392.txt,jagger,False
Mick Jagger,0.9,jagger_402.txt,jagger,True
Mick Jagger,0.9,jagger_42.txt,jagger,True
Mick Jagger,0.9,jagger_422.txt,jagger,True
Mick Jagger,0.9,jagger_441.txt,jagger,True
Bono,0.9,jagger_458.txt,jagger,False
Mick Jagger,0.95,jagger_467.txt,jagger,True
Bono,0.9,jagger_487.txt,jagger,False
Paul McCartney,0.9,jagger_496.txt,jagger,False
PERSON_FIRSTNAME_2 PERSON_LASTNAME_1,0.8,jagger_513.txt,jagger,False
Bono,0.9,jagger_52.txt,jagger,False
Mick Jagger,0.9,jagger_557.txt,jagger,True
Elvis Presley,0.9,jagger_561.txt,jagger,False
Elvis Presley,0.9,jagger_567.txt,jagger,False
Elton John,0.9,jagger_582.txt,jagger,False
Mick Jagger,0.9,jagger_617.txt,jagger,True
Paul McCartney,0.8,jagger_623.txt,jagger,False
Mick Jagger,0.9,jagger_672.txt,jagger,True
Mick Jagger,0.9,jagger_701.txt,jagger,True
Mick Jagger,0.9,jagger_711.txt,jagger,True
Johnny Depp,0.8,jagger_738.txt,jagger,False
Mick Jagger,0.9,jagger_77.txt,jagger,True
Mick Jagger,0.9,jagger_771.txt,jagger,True
Mick Jagger,0.9,jagger_782.txt,jagger,True
PERSON_FIRSTNAME_2 PERSON_LASTNAME_2,1.0,jagger_792.txt,jagger,False
Freddie Mercury,0.9,jagger_846.txt,jagger,False
Mick Jagger,0.8,jagger_857.txt,jagger,True
Taylor Swift,0.9,jagger_897.txt,jagger,False
Shakira,0.9,jagger_917.txt,jagger,False
Michael Jackson,0.9,jagger_96.txt,jagger,False
Bono,0.8,jagger_984.txt,jagger,False
