name,score,File
Jackie Robinson,0.9,semifamous_279_d_3_10.txt
John F. Kennedy,0.8,semifamous_212_d_3_9.txt
Thurgood Marshall,0.9,semifamous_128_d_3_7.txt
Cyrus McCormick,0.8,semifamous_116_d_3_2.txt
Thomas Jefferson,0.9,semifamous_12_d_3_1.txt
Lionel Messi,0.9,semifamous_38_d_3_4.txt
PERSON_FIRSTNAME_1,0.8,semifamous_326_d_3_5.txt
Abraham Lincoln,0.9,semifamous_205_d_3_1.txt
UNKNOWN,0.0,semifamous_217_d_3_6.txt
UNKNOWN,0.0,semifamous_392_d_3_6.txt
John Quincy Adams,0.9,semifamous_333_d_3_1.txt
Satchel Paige,0.9,semifamous_237_d_3_10.txt
John Adams,0.9,semifamous_76_d_3_1.txt
Unknown,0.0,semifamous_69_d_3_5.txt
Thomas Edison,0.9,semifamous_344_d_3_2.txt
Cristiano Ronaldo,0.9,semifamous_239_d_3_8.txt
William P. PERSON_LASTNAME_1,0.9,semifamous_399_d_3_2.txt
John Deere,0.9,semifamous_216_d_3_2.txt
UNKNOWN,0.0,semifamous_319_d_3_4.txt
Sachin Tendulkar,0.9,semifamous_314_d_3_6.txt
Cristiano Ronaldo,0.9,semifamous_15_d_3_3.txt
UNKNOWN,0.0,semifamous_312_d_3_1.txt
Ruth Bader Ginsburg,0.9,semifamous_321_d_3_7.txt
Jackie Robinson,0.9,semifamous_79_d_3_10.txt
Satchel Paige,0.9,semifamous_281_d_3_10.txt
David Sinclair,0.8,semifamous_141_d_3_5.txt
John Deere,0.9,semifamous_290_d_3_2.txt
UNKNOWN,0.0,semifamous_368_d_3_1.txt
Lionel Messi,0.9,semifamous_160_d_3_4.txt
Lionel Messi,0.9,semifamous_108_d_3_3.txt
Thomas Edison,0.9,semifamous_275_d_3_2.txt
Lionel Messi,0.9,semifamous_246_d_3_4.txt
Ruth Bader Ginsburg,0.9,semifamous_231_d_3_7.txt
Abraham Lincoln,0.9,semifamous_3_d_3_1.txt
Lionel Messi,0.8,semifamous_37_d_3_8.txt
Charles,0.8,semifamous_26_d_3_7.txt
Sachin Tendulkar,0.9,semifamous_5_d_3_6.txt
Ruth Bader Ginsburg,0.9,semifamous_296_d_3_7.txt
Albert Einstein,0.9,semifamous_98_d_3_5.txt
Lionel Messi,0.9,semifamous_8_d_3_4.txt
Kylian Mbappé,0.8,semifamous_111_d_3_3.txt
UNKNOWN,0.0,semifamous_122_d_3_5.txt
Cristiano Ronaldo,0.8,semifamous_273_d_3_4.txt
Sachin Tendulkar,0.9,semifamous_155_d_3_6.txt
Lionel Messi,0.9,semifamous_335_d_3_4.txt
UNKNOWN,0.0,semifamous_228_d_3_5.txt
Paul Scholes,0.9,semifamous_329_d_3_8.txt
Eli Whitney,0.8,semifamous_289_d_3_2.txt
Ian Botham,0.9,semifamous_32_d_3_6.txt
Andrei Arshavin,0.8,semifamous_78_d_3_8.txt
Josh Gibson,0.9,semifamous_367_d_3_10.txt
PERSON_LASTNAME_1,0.8,semifamous_220_d_3_9.txt
Thomas Edison,0.9,semifamous_57_d_3_2.txt
Ruth Bader Ginsburg,0.9,semifamous_356_d_3_7.txt
PERSON_FIRSTNAME_2,0.8,semifamous_20_d_3_1.txt
Albert Einstein,0.8,semifamous_136_d_3_5.txt
Kevin Pietersen,0.8,semifamous_282_d_3_6.txt
Satchel Paige,0.9,semifamous_332_d_3_10.txt
Martin Luther King Jr.,0.8,semifamous_105_d_3_7.txt
UNKNOWN,0.0,semifamous_223_d_3_5.txt
Lionel Messi,0.8,semifamous_278_d_3_4.txt
William P.,0.8,semifamous_188_d_3_2.txt
UNKNOWN,0.0,semifamous_121_d_3_9.txt
UNKNOWN,0.0,semifamous_317_d_3_9.txt
Barack Obama,0.9,semifamous_394_d_3_7.txt
Cristiano Ronaldo,0.9,semifamous_342_d_3_3.txt
John Adams,0.9,semifamous_386_d_3_1.txt
UNKNOWN,0.0,semifamous_100_d_3_9.txt
Lionel Messi,0.8,semifamous_371_d_3_4.txt
UNKNOWN,0.0,semifamous_261_d_3_6.txt
Lionel Messi,0.8,semifamous_87_d_3_4.txt
Jackie Robinson,0.9,semifamous_13_d_3_10.txt
UNKNOWN,0.0,semifamous_245_d_3_8.txt
Cristiano Ronaldo,0.8,semifamous_377_d_3_3.txt
Thomas Jefferson,0.9,semifamous_117_d_3_1.txt
Cristiano Ronaldo,0.9,semifamous_186_d_3_8.txt
Cristiano Ronaldo,0.9,semifamous_81_d_3_3.txt
Cristiano Ronaldo,0.9,semifamous_48_d_3_3.txt
Sachin Tendulkar,0.9,semifamous_153_d_3_6.txt
Thomas Edison,0.8,semifamous_254_d_3_5.txt
Ruth Bader Ginsburg,0.9,semifamous_172_d_3_7.txt
UNKNOWN,0.0,semifamous_124_d_3_5.txt
Satchel Paige,0.9,semifamous_232_d_3_10.txt
John Adams,0.9,semifamous_95_d_3_1.txt
John Deere,0.9,semifamous_51_d_3_2.txt
Cristiano Ronaldo,0.9,semifamous_209_d_3_3.txt
Lionel Messi,0.9,semifamous_183_d_3_4.txt
John Deere,0.9,semifamous_103_d_3_2.txt
UNKNOWN,0.0,semifamous_306_d_3_4.txt
Sunil Chhetri,0.9,semifamous_130_d_3_4.txt
Jackie Robinson,0.9,semifamous_147_d_3_10.txt
Jackie Robinson,0.9,semifamous_170_d_3_10.txt
Lionel Messi,0.9,semifamous_185_d_3_3.txt
UNKNOWN,0.0,semifamous_10_d_3_9.txt
Wilbur Scoville,0.9,semifamous_349_d_3_5.txt
PERSON_FIRSTNAME_1 PERSON_LASTNAME_1,0.9,semifamous_259_d_3_7.txt
Thurgood Marshall,0.9,semifamous_129_d_3_7.txt
Thomas Jefferson,0.9,semifamous_210_d_3_1.txt
Thurgood Marshall,0.9,semifamous_365_d_3_7.txt
Wilbur Scoville,0.8,semifamous_374_d_3_5.txt
John Quincy Adams,0.9,semifamous_54_d_3_1.txt
Ruth Bader Ginsburg,0.9,semifamous_114_d_3_7.txt
Milton Hershey,0.9,semifamous_31_d_3_5.txt
Ruth Bader Ginsburg,0.9,semifamous_67_d_3_7.txt
John Smith,0.8,semifamous_257_d_3_1.txt
Steve Jobs,0.9,semifamous_248_d_3_5.txt
Jackie Robinson,0.9,semifamous_45_d_3_10.txt
Lionel Messi,0.8,semifamous_380_d_3_8.txt
Sachin Tendulkar,0.9,semifamous_135_d_3_6.txt
Sachin Tendulkar,0.9,semifamous_251_d_3_6.txt
UNKNOWN,0.0,semifamous_240_d_3_9.txt
Virgil van Dijk,0.9,semifamous_207_d_3_4.txt
UNKNOWN,0.0,semifamous_43_d_3_9.txt
Thomas Edison,0.9,semifamous_234_d_3_2.txt
John Deere,0.9,semifamous_372_d_3_2.txt
William P. Other Identifying Attribute 1,0.8,semifamous_144_d_3_2.txt
Abraham Lincoln,0.9,semifamous_133_d_3_1.txt
UNKNOWN,0.5,semifamous_39_d_3_9.txt
UNKNOWN,0.0,semifamous_327_d_3_9.txt
Thurgood Marshall,0.9,semifamous_28_d_3_7.txt
Ian Botham,0.9,semifamous_336_d_3_6.txt
Ian Botham,0.9,semifamous_73_d_3_6.txt
Ruth Bader Ginsburg,0.9,semifamous_192_d_3_7.txt
Alan Turing,0.9,semifamous_52_d_3_7.txt
Thomas Jefferson,0.9,semifamous_324_d_3_1.txt
Cristiano Ronaldo,0.8,semifamous_18_d_3_9.txt
Martin Luther King Jr.,0.8,semifamous_303_d_3_7.txt
Cristiano Ronaldo,0.9,semifamous_366_d_3_3.txt
Sachin Tendulkar,0.9,semifamous_358_d_3_6.txt
Alan Dershowitz,0.9,semifamous_46_d_3_7.txt
Thomas Edison,0.9,semifamous_347_d_3_2.txt
Eden Hazard,0.9,semifamous_90_d_3_3.txt
Cristiano Ronaldo,0.9,semifamous_59_d_3_3.txt
Andrei Kanchelskis,0.9,semifamous_197_d_3_8.txt
Jackie Robinson,0.9,semifamous_328_d_3_10.txt
Cristiano Ronaldo,0.9,semifamous_400_d_3_3.txt
Lionel Messi,0.9,semifamous_142_d_3_4.txt
Yassine Benzia,0.9,semifamous_276_d_3_3.txt
Babe Ruth,0.9,semifamous_80_d_3_10.txt
Lionel Messi,0.8,semifamous_202_d_3_8.txt
Sachin Tendulkar,0.9,semifamous_96_d_3_6.txt
Cristiano Ronaldo,0.9,semifamous_166_d_3_8.txt
Cristiano Ronaldo,0.8,semifamous_112_d_3_3.txt
Tom Brady,0.9,semifamous_284_d_3_9.txt
James Monroe,0.9,semifamous_84_d_3_1.txt
Cristiano Ronaldo,0.9,semifamous_218_d_3_3.txt
UNKNOWN,0.0,semifamous_270_d_3_4.txt
David Beckham,0.9,semifamous_89_d_3_3.txt
Thomas Edison,0.9,semifamous_168_d_3_2.txt
Ruth Bader Ginsburg,0.9,semifamous_360_d_3_7.txt
Jackie Robinson,0.9,semifamous_158_d_3_10.txt
UNKNOWN,0.0,semifamous_385_d_3_5.txt
Andrew Jackson,0.8,semifamous_350_d_3_9.txt
Kylian Mbappé,0.95,semifamous_180_d_3_3.txt
Ruth Bader Ginsburg,0.9,semifamous_82_d_3_7.txt
Sachin Tendulkar,0.9,semifamous_213_d_3_6.txt
Cristiano Ronaldo,0.9,semifamous_311_d_3_3.txt
Barack Obama,0.9,semifamous_201_d_3_1.txt
Thomas Jefferson,0.9,semifamous_322_d_3_1.txt
Lionel Messi,0.8,semifamous_300_d_3_8.txt
Cristiano Ronaldo,0.9,semifamous_138_d_3_3.txt
Lionel Messi,0.9,semifamous_199_d_3_4.txt
Lionel Messi,0.9,semifamous_23_d_3_4.txt
UNKNOWN,0.0,semifamous_64_d_3_9.txt
Otis,0.8,semifamous_6_d_3_2.txt
William P. PERSON_LASTNAME_1,0.9,semifamous_177_d_3_2.txt
UNKNOWN,0.0,semifamous_262_d_3_6.txt
Satchel Paige,0.9,semifamous_123_d_3_10.txt
Ruth Bader Ginsburg,0.9,semifamous_40_d_3_7.txt
Rio Ferdinand,0.9,semifamous_287_d_3_4.txt
MR/MS. PERSON_LASTNAME_1,1.0,semifamous_16_d_3_5.txt
UNKNOWN,0.0,semifamous_179_d_3_8.txt
John Deere,0.9,semifamous_226_d_3_2.txt
John Deere,0.9,semifamous_156_d_3_2.txt
UNKNOWN,0.9,semifamous_353_d_3_4.txt
Kevin Pietersen,0.9,semifamous_305_d_3_6.txt
John Doe,0.8,semifamous_252_d_3_9.txt
John Deere,0.9,semifamous_295_d_3_2.txt
Ruth Bader Ginsburg,0.9,semifamous_61_d_3_7.txt
Walter K. PERSON_LASTNAME_1,0.8,semifamous_191_d_3_9.txt
Eden Hazard,0.9,semifamous_355_d_3_3.txt
Cristiano Ronaldo,0.9,semifamous_163_d_3_3.txt
Babe Ruth,0.9,semifamous_320_d_3_10.txt
Jackie Robinson,0.9,semifamous_203_d_3_10.txt
David Beckham,0.9,semifamous_267_d_3_8.txt
Ruth Bader Ginsburg,0.9,semifamous_383_d_3_7.txt
UNKNOWN,0.5,semifamous_293_d_3_5.txt
Satchel Paige,0.9,semifamous_88_d_3_10.txt
Thomas Jefferson,0.9,semifamous_269_d_3_1.txt
Babe Ruth,0.8,semifamous_119_d_3_10.txt
UNKNOWN,0.0,semifamous_106_d_3_5.txt
Cristiano Ronaldo,0.9,semifamous_298_d_3_3.txt
Barack Obama,0.8,semifamous_341_d_3_1.txt
UNKNOWN,0.0,semifamous_204_d_3_9.txt
Ruth Bader Ginsburg,0.9,semifamous_308_d_3_7.txt
Lionel Messi,0.9,semifamous_397_d_3_4.txt
Marie Curie,0.8,semifamous_243_d_3_5.txt
Walter K. PERSON_LASTNAME_1,0.8,semifamous_363_d_3_9.txt
John Doe,0.8,semifamous_225_d_3_9.txt
UNKNOWN,0.0,semifamous_338_d_3_8.txt
Thomas Edison,0.8,semifamous_149_d_3_5.txt
Cristiano Ronaldo,0.9,semifamous_75_d_3_4.txt
Kenneth Lee,0.9,semifamous_194_d_3_5.txt
UNKNOWN,0.0,semifamous_150_d_3_6.txt
Kylian Mbappe,0.9,semifamous_330_d_3_4.txt
Louis Pasteur,0.9,semifamous_127_d_3_5.txt
Cristiano Ronaldo,0.9,semifamous_264_d_3_3.txt
John Deere,0.9,semifamous_36_d_3_2.txt
Lionel Messi,0.8,semifamous_19_d_3_8.txt
John Adams,0.9,semifamous_181_d_3_1.txt
Sunil Chhetri,0.9,semifamous_389_d_3_4.txt
John Deere,0.9,semifamous_145_d_3_2.txt
Milton Hershey,0.9,semifamous_294_d_3_5.txt
Thomas Jefferson,0.9,semifamous_132_d_3_1.txt
Megan Rapinoe,0.9,semifamous_352_d_3_3.txt
John Deere,0.9,semifamous_286_d_3_2.txt
Ruth Bader Ginsburg,0.9,semifamous_271_d_3_7.txt
Babe Ruth,0.9,semifamous_93_d_3_10.txt
David Beckham,0.8,semifamous_104_d_3_8.txt
Cristiano Ronaldo,0.9,semifamous_346_d_3_3.txt
Charles Alderton,0.8,semifamous_139_d_3_5.txt
Babe Ruth,0.9,semifamous_157_d_3_10.txt
Cristiano Ronaldo,0.8,semifamous_22_d_3_3.txt
Jackie Robinson,0.9,semifamous_25_d_3_10.txt
Malcolm Marshall,0.8,semifamous_359_d_3_6.txt
Jackie Robinson,0.9,semifamous_70_d_3_10.txt
Ian Botham,0.9,semifamous_66_d_3_6.txt
Lionel Messi,0.9,semifamous_143_d_3_4.txt
Lionel Messi,0.9,semifamous_227_d_3_4.txt
Walter K. PERSON_LASTNAME_1,0.8,semifamous_260_d_3_9.txt
John Adams,0.8,semifamous_396_d_3_1.txt
Ruth Bader Ginsburg,0.9,semifamous_193_d_3_7.txt
Lionel Messi,0.9,semifamous_384_d_3_6.txt
Cristiano Ronaldo,0.9,semifamous_97_d_3_4.txt
Jackie Robinson,0.9,semifamous_215_d_3_10.txt
Ruth Bader Ginsburg,0.9,semifamous_206_d_3_7.txt
Thomas Edison,0.8,semifamous_238_d_3_2.txt
Ruth Bader Ginsburg,0.9,semifamous_340_d_3_7.txt
Charles Alderton,0.8,semifamous_250_d_3_5.txt
Andy Warhol,0.9,semifamous_53_d_3_5.txt
Thomas Edison,0.9,semifamous_304_d_3_2.txt
UNKNOWN,0.0,semifamous_29_d_3_5.txt
Eden Hazard,0.9,semifamous_382_d_3_3.txt
Alan Dershowitz,0.9,semifamous_118_d_3_7.txt
Satchel Paige,0.9,semifamous_299_d_3_10.txt
Sachin Tendulkar,0.9,semifamous_30_d_3_6.txt
Winston Churchill,0.9,semifamous_126_d_3_2.txt
Thomas Jefferson,0.9,semifamous_221_d_3_1.txt
Steve Jobs,0.8,semifamous_47_d_3_5.txt
Barack Obama,0.8,semifamous_151_d_3_1.txt
Satchel Paige,0.9,semifamous_34_d_3_10.txt
Mary Poppins,0.9,semifamous_302_d_3_5.txt
,,semifamous_345_d_3_9.txt
Jackie Robinson,0.95,semifamous_171_d_3_10.txt
Sachin Tendulkar,0.9,semifamous_354_d_3_6.txt
Sachin Tendulkar,0.9,semifamous_162_d_3_6.txt
Muhammad Ali,0.8,semifamous_109_d_3_9.txt
Cristiano Ronaldo,0.9,semifamous_187_d_3_4.txt
Cristiano Ronaldo,0.9,semifamous_256_d_3_3.txt
Abraham Lincoln,0.9,semifamous_1_d_3_1.txt
Mary Poppins,0.9,semifamous_265_d_3_5.txt
Ruth Bader Ginsburg,0.9,semifamous_233_d_3_7.txt
Lionel Messi,0.9,semifamous_364_d_3_8.txt
James Smith,0.8,semifamous_337_d_3_5.txt
Henry Ford,0.9,semifamous_169_d_3_2.txt
Lionel Messi,0.9,semifamous_242_d_3_3.txt
Jackie Robinson,0.9,semifamous_391_d_3_10.txt
David Beckham,0.9,semifamous_35_d_3_8.txt
Thomas Edison,0.8,semifamous_60_d_3_2.txt
UNKNOWN,0.0,semifamous_7_d_3_6.txt
Gareth Bale,0.9,semifamous_148_d_3_3.txt
UNKNOWN,0.0,semifamous_316_d_3_4.txt
Jackie Robinson,0.9,semifamous_388_d_3_10.txt
Lionel Messi,0.9,semifamous_373_d_3_4.txt
George Washington,0.9,semifamous_72_d_3_1.txt
Philip Kirkorov,0.9,semifamous_50_d_3_8.txt
Theodore Roosevelt,0.9,semifamous_387_d_3_9.txt
John Adams,0.8,semifamous_115_d_3_1.txt
Al Capone,0.9,semifamous_323_d_3_1.txt
UNKNOWN,0.0,semifamous_247_d_3_8.txt
David Beckham,0.9,semifamous_301_d_3_8.txt
Ian Botham,0.95,semifamous_331_d_3_6.txt
Lionel Messi,0.9,semifamous_65_d_3_9.txt
Shane Warne,0.8,semifamous_74_d_3_6.txt
Satchel Paige,0.9,semifamous_263_d_3_10.txt
Thomas Jefferson,0.9,semifamous_244_d_3_1.txt
UNKNOWN,0.0,semifamous_266_d_3_8.txt
John Deere,0.9,semifamous_280_d_3_2.txt
Barack Obama,0.9,semifamous_277_d_3_7.txt
Caleb Bradham,0.8,semifamous_58_d_3_5.txt
UNKNOWN,0.0,semifamous_393_d_3_8.txt
UNKNOWN,0.0,semifamous_178_d_3_8.txt
Johnny Unitas,0.9,semifamous_99_d_3_9.txt
Babe Ruth,0.9,semifamous_174_d_3_10.txt
John Deere,0.9,semifamous_24_d_3_2.txt
UNKNOWN,0.0,semifamous_85_d_3_5.txt
John Doe,0.8,semifamous_315_d_3_9.txt
Ruth Bader Ginsburg,0.8,semifamous_325_d_3_7.txt
John Adams,0.9,semifamous_120_d_3_1.txt
PERSON_FIRSTNAME_1 PERSON_LASTNAME_1,0.8,semifamous_159_d_3_9.txt
David Beckham,0.8,semifamous_71_d_3_8.txt
UNKNOWN,0.0,semifamous_175_d_3_9.txt
Jackie Robinson,0.95,semifamous_165_d_3_10.txt
Sachin Tendulkar,0.9,semifamous_214_d_3_6.txt
Pele,0.9,semifamous_297_d_3_8.txt
UNKNOWN,0.0,semifamous_55_d_3_4.txt
Ruth Bader Ginsburg,0.9,semifamous_401_d_3_7.txt
Sachin Tendulkar,0.9,semifamous_200_d_3_6.txt
Thomas Jefferson,0.9,semifamous_268_d_3_1.txt
John Deere,0.9,semifamous_390_d_3_2.txt
UNKNOWN,0.0,semifamous_33_d_3_9.txt
Walter K. PERSON_LASTNAME_1,0.8,semifamous_140_d_3_9.txt
Walter Payton,0.9,semifamous_189_d_3_9.txt
David Beckham,0.9,semifamous_68_d_3_8.txt
Babe Ruth,0.9,semifamous_351_d_3_10.txt
David Beckham,0.9,semifamous_211_d_3_8.txt
UNKNOWN,0.0,semifamous_283_d_3_9.txt
Thomas Jefferson,0.9,semifamous_361_d_3_1.txt
David Beckham,0.9,semifamous_343_d_3_8.txt
Jackie Robinson,0.9,semifamous_17_d_3_10.txt
Lionel Messi,0.9,semifamous_113_d_3_4.txt
